"","coral_num","umol.cm2.hr","Rate","genotype","wound","temp","date","chamber_vol","SA","file.names.full","wound_status"
"186","38",0.185750294768259,"Net Photosythesis",69,"1","A",20230615,647.2145348,16.3436182564379,"20230615_24_A_38_O2","wounded"
"187","4",0.171298507855933,"Net Photosythesis",68,"2","A",20230615,645.8944414,37.2823693364684,"20230615_24_A_4_O2","wounded"
"188","44",0.219874190507363,"Net Photosythesis",69,"2","A",20230615,646.7456577,32.5542642538809,"20230615_24_A_44_O2","wounded"
"189","53",0.240446148001903,"Net Photosythesis",69,"0","A",20230615,647.3986241,14.506411710061,"20230615_24_A_53_O2","no wound"
"190","6",0.143241401025408,"Net Photosythesis",68,"1","A",20230615,646.6402391,28.2395306442282,"20230615_24_A_6_O2","wounded"
"191","64",0.238931832356721,"Net Photosythesis",65,"0","A",20230615,647.6052656,15.6276480582175,"20230615_24_A_64_O2","no wound"
"192","65",0.226940806293626,"Net Photosythesis",65,"2","A",20230615,647.0168092,27.1750315570628,"20230615_24_A_65_O2","wounded"
"193","71",0.211445825295759,"Net Photosythesis",65,"1","A",20230615,646.7000287,31.8031709893327,"20230615_24_A_71_O2","wounded"
"194","82",0.32905912851594,"Net Photosythesis",67,"2","A",20230615,647.3687292,14.2983750864272,"20230615_24_A_82_O2","wounded"
"195","83",0.313957940017183,"Net Photosythesis",67,"0","A",20230615,647.047753,18.3348259397905,"20230615_24_A_83_O2","no wound"
"196","88",0.275117524617946,"Net Photosythesis",67,"1","A",20230615,647.1353396,13.2527884195921,"20230615_24_A_88_O2","wounded"
"197","10",0.124776660433337,"Net Photosythesis",68,"1","H",20230615,646.6790499,25.1405954843837,"20230615_24_H_10_O2","wounded"
"198","100",0.254173920568271,"Net Photosythesis",66,"1","H",20230615,647.1248502,18.6320211164103,"20230615_24_H_100_O2","wounded"
"199","13",0.147316289764605,"Net Photosythesis",68,"2","H",20230615,647.2481009,19.0832174300058,"20230615_24_H_13_O2","wounded"
"200","30",0.170001179486713,"Net Photosythesis",70,"1","H",20230615,646.623456,22.4577335718069,"20230615_24_H_30_O2","wounded"
"201","31",0.148548739421494,"Net Photosythesis",70,"2","H",20230615,646.8295731,18.0781573781643,"20230615_24_H_31_O2","wounded"
"202","36",0.233380478740793,"Net Photosythesis",70,"0","H",20230615,646.7236299,22.4361193771436,"20230615_24_H_36_O2","no wound"
"203","39",0.268719379346649,"Net Photosythesis",69,"2","H",20230615,647.1295705,23.0818434427083,"20230615_24_H_39_O2","wounded"
"204","40",0.0908181703517422,"Net Photosythesis",69,"0","H",20230615,645.4937456,44.4609837390027,"20230615_24_H_40_O2","no wound"
"205","48",0.229578562717268,"Net Photosythesis",69,"1","H",20230615,647.0220539,17.7755586528787,"20230615_24_H_48_O2","wounded"
"206","61",0.266587771477576,"Net Photosythesis",65,"0","H",20230615,647.633587,15.2710138462738,"20230615_24_H_61_O2","no wound"
"207","66",0.099556841416286,"Net Photosythesis",65,"2","H",20230615,646.6140155,36.9878759341815,"20230615_24_H_66_O2","wounded"
"208","72",0.316138513647226,"Net Photosythesis",65,"1","H",20230615,647.1689058,20.9906701090382,"20230615_24_H_72_O2","wounded"
"209","79",0.290700016099915,"Net Photosythesis",67,"2","H",20230615,647.1227523,22.3766803418196,"20230615_24_H_79_O2","wounded"
"210","8",0.229581858068945,"Net Photosythesis",68,"0","H",20230615,647.4793926,17.3702925029426,"20230615_24_H_8_O2","no wound"
"211","80",0.200012271069916,"Net Photosythesis",67,"1","H",20230615,646.5500301,20.0720668358498,"20230615_24_H_80_O2","wounded"
"212","86",0.114796366197774,"Net Photosythesis",67,"0","H",20230615,646.750378,20.3476478178063,"20230615_24_H_86_O2","no wound"
"213","93",0.157122223451311,"Net Photosythesis",66,"2","H",20230615,646.8196081,21.1608818920114,"20230615_24_H_93_O2","wounded"
"214","95",0.233590411465867,"Net Photosythesis",66,"0","H",20230615,646.514366,27.5640870610014,"20230615_24_H_95_O2","no wound"
"215","103",0.432738284578897,"Gross Photosynthesis",66,"0","A",20230613,646.8398571,19.7046255265744,"20230613_24_A_103_O2","no wound"
"216","104",0.359163876544319,"Gross Photosynthesis",66,"2","A",20230613,645.9276618,34.5805950035612,"20230613_24_A_104_O2","wounded"
"217","106",0.390644135253909,"Gross Photosynthesis",66,"1","A",20230613,646.5784801,21.0663197903596,"20230613_24_A_106_O2","wounded"
"218","15",0.386410786959562,"Gross Photosynthesis",68,"0","A",20230613,647.209354,16.6948489197158,"20230613_24_A_15_O2","no wound"
"219","19",0.361675846480804,"Gross Photosynthesis",70,"0","A",20230613,647.3631361,13.5824048882068,"20230613_24_A_19_O2","no wound"
"220","25",0.340407479995137,"Gross Photosynthesis",70,"2","A",20230613,646.7768747,18.0241218915062,"20230613_24_A_25_O2","wounded"
"221","26",0.237889188645745,"Gross Photosynthesis",70,"1","A",20230613,647.3426668,12.5476253187034,"20230613_24_A_26_O2","wounded"
"222","41",0.510511897178634,"Gross Photosynthesis",69,"0","A",20230613,646.5643091,29.2743102137316,"20230613_24_A_41_O2","no wound"
"223","49",0.376235901806426,"Gross Photosynthesis",69,"2","A",20230613,646.8781715,24.4192217374974,"20230613_24_A_49_O2","wounded"
"224","5",0.538888312908166,"Gross Photosynthesis",68,"0","A",20230613,644.5373249,54.2630210187899,"20230613_24_A_5_O2","no wound"
"225","52",0.379926903813132,"Gross Photosynthesis",69,"1","A",20230613,647.7625496,10.5266981176888,"20230613_24_A_52_O2","wounded"
